order	page	regionNumber	x1Region	y1Region	x2Region	y2Region	lineNumber	x1line	y1line	x2line	y2line	color_img_file_name	AT	GT2
88	17	1	106	133	809	1149	10	123	470	801	541	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	אומות העולם רואים לישראל היאך הק'ב'ה' עושה טובה עמהם ובאים להדבק	אומות העולם רואים לישראל היאך הק’ב’ה’ עושה טובה עמהם ובאים להדבק
89	17	1	106	133	809	1149	11	119	507	807	579	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	בהם שנ' בימים ההמה יחזיקו עשרה אנשים מכל לשונות הגוים ˙ וכן היה	בהם שנ' בימים ההמה יחזיקו עשרה אנשים מכל לשונות הגוים ˙ וכן היה
90	17	1	106	133	809	1149	12	120	546	800	617	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	אהל מועד יפה לאומות העולם שער שלא הוקם המשכן היו אומות העולם	אהל מועד יפה לאומות העולם שעד שלא הוקם המשכן היו אומות העולם
91	17	1	106	133	809	1149	13	144	583	800	655	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	שומעים קול הדיבר עם משה והיו מתים שנ' השמע עם קול ﭏהים מדבר	שומעים קול הדיבר עם משה והיו מתים שנ' השמע עם קול ﭏהים מדבר
92	17	1	106	133	809	1149	14	119	621	797	692	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	מתוך האש כאשר שמעת אתה ויחי ˙ אבל לאחר שהוקם המשכן לא שמעו	מתוך האש כאשר שמעת אתה ויחי ˙ אבל לאחר שהוקם המשכן לא שמעו
93	17	1	106	133	809	1149	15	117	660	806	730	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	הקול ולא מתו ˙˙ באחד לחדש השני וגו' ˙ הרא היא דכתיב צדקת'	הקול ולא מתו ˙˙ באחד לחדש השני וגו' ˙ הדא היא דכתיב צדקת'
94	17	1	106	133	809	1149	16	123	698	803	769	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	כהררי ﭏ וגו' ˙ אמ'ר' מאיר משל הצדיקים בדידתן וגו' כמו שכתוב בויקלא	כהררי ﭏ וגו' ˙ אמ’ר’ מאיר משל הצדיקים ברידתן וגו' כמו שכתוב (למעלה) בויקרא
95	17	1	106	133	809	1149	17	158	734	800	806	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	רבה בפרשת שור או כשב ˙˙ דבר אחר צדקתך כהררי אל משפטיך ˙	רבה בפרשת שור או כשב ˙˙ אחר צדקתך כהררי אל משפטיך ˙
96	17	1	106	133	809	1149	18	135	775	798	844	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	צדקה שאת מביא לישרﭏ מפורסמת כשם שהרים הללו מפורסמים בעולם ˙	צדקה שאת מביא לישרﭏ מפורסמת כשם שהרים הללו מפורסמים בעולם ˙
97	17	1	106	133	809	1149	19	112	812	802	883	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	משפטיך תהום רבה ˙ משפטים שאת עושה עם ישרﭏ בעולם דומים לתהום	משפטיך תהום רבה ˙ משפטים שאת עושה עם ישרﭏ בעולם דומים לתהום
98	17	1	106	133	809	1149	20	122	851	800	922	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	רבה מה התהום בסתר אף המשפט שאת מביא להם בסתר כאי זה צד כיון	רבה מה התהום בסתר אף המשפט שאת מביא להם בסתר כאי זה צד כיון
99	17	1	106	133	809	1149	21	115	890	796	961	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	שחרבה ירושלם בתשעה באב חרבה וכשמראה לחזק אל החוא מראה בעשרים	שחרבה ירושלים בתשעה באב חרבה וכשמראה לחזקאל הוא מראה בעשרים
100	17	1	106	133	809	1149	22	123	928	809	998	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	למה שלא לפרסם באי זה נום חרבה כשהוא בא לגדל את ישרﭏ מפרסם אי זה	למה שלא לפרסם באי זה יום חרבה כשהוא בא לגדל את ישרﭏ מפרסם אי זה
101	17	1	106	133	809	1149	23	118	966	798	1034	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	מקום ואי זה יום אי זה חדש ואי זו שנה ואי זו איפטייה הדא היא דכתיב וידבר	מקום ואי זה יום אי זה חדש ואי זו שנה ואי זו איפטייה הדא היא דכתי וידבר
102	17	1	106	133	809	1149	24	120	1002	793	1073	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	ײ אל משה במדבר סיני באהל מועד באחד לחדש השני בשנה השנית לצאתם	ײ אל משה במדבר סיני באהל מועד באחד לחדש השני בשנה השנית לצאתם
103	17	1	106	133	809	1149	25	153	1040	801	1110	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	מארץ מצרים וגו' ˙ באי זה מקום במדבר סיני ˙ באי זה יום באחד לחדש ˙	מארץ מצרים וגו' ˙ באי זה מקום במדבר סיני ˙ באי זה יום באחד לחדש ˙
104	17	1	106	133	809	1149	26	121	1078	798	1149	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_17.png	באי זה חדש לחדש השני באי זושנה בשנה השנית ˙ באי זו איפטייה לצאתם	באי זה חדש לחדש השני באי זו שנה בשנה השנית ˙ באי זו איפטייה לצאתם
106	18	1	125	119	899	1103	1	235	119	879	202	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	מצרים ˙˙ דבר אחר באחד נחדש השנ וגו'˙ הדא הו לב ו ע ץ	מצרים ˙˙ דבר אחר באחד לחדש השני וגו' ˙ הדא היא דכתיב לא עשה כן
107	18	1	125	119	899	1103	2	230	156	899	238	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	לכל גוי וגו' ˙ וירם קרן לעמו וגו' ˙ משל למלך שנשא אשה ראשונה ולא כתב לה גט	לכל גוי וגו' ˙ וירם קרן לעמו וגו' ˙ משל למלך שנשא אשה ראשונה ולא כתב לה [גט]
108	18	1	125	119	899	1103	3	239	191	890	273	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	כתובה נרשה ולא כתב לה גט כך לשניה ולשלישית לא היה כותב לא כתובה ולא	כתובה גרשה ולא כתב לה גט כך לשניה ולשלישית לא היה כותב לא כתובה ולא
109	18	1	125	119	899	1103	4	238	228	891	309	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	גט לא עשה ﭏא ראה ענייה אחת יתומה בתאבות בקש ליטול אותה אמ' לו	גט לא עשה ﭏא ראה ענייה אחת יתומה בת אבות בקש ליטול אותה אמ' לו
110	18	1	125	119	899	1103	5	249	265	889	344	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	שושבינו אל תנהג בה כמנהג הראשונות זו בת אבות היא צועה במעשיה	שושבינו אל תנהג בה כמנהג הראשונות זו בת אבות היא צנועה במעשיה
111	18	1	125	119	899	1103	6	232	300	892	382	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	וכשרה כתוב לה כתובה באי זה יום באי זו שבוע באי זו חדש באי זו שנה באי זו	וכשרה כתוב לה כתובה באי זה יום באי זה שבוע באי זו חדש באי זו שנה באי זו
112	18	1	125	119	899	1103	7	233	339	889	419	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	אפרכיה כשם שכתוב באסתר ותלקח אסתר אל המלך אחשורוש וגו' ˙ כך	אפרכיה כשם שכתוב באסתר ותלקח אסתר אל המלך אחשורוש וגו' ˙ כך
113	18	1	125	119	899	1103	8	236	373	892	455	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	הק'ב'ה' ברא לדור המבול ולא כתב אימתי בראן העבירן מן העולם ולא כתב	 הק’ב’ה’ ברא לדור המבול ולא כתב אימתי בראן העבירן מן העולם ולא כתב
114	18	1	125	119	899	1103	9	221	407	883	492	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	אימתי העבירן אלא ביום הזה נבקעו מעינות וגו' ˙ וכן דור הפלגה וכן לסדומי	אימתי העבירן אלא ביום הזה נבקעו מעינות וגו' ˙ וכן דור הפלגה וכן לסדומיי'
115	18	1	125	119	899	1103	10	229	445	887	525	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	וכןלמצרים לא היה כותב לאאימתי נבראו ולא אימתי מתו ﭏא כיון שעמדו	וכן למצרים לא היה כותב ל(א) אימתי נבראו ולא אימתי מתו ﭏא כיון שעמדו
116	18	1	125	119	899	1103	11	231	482	885	563	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	רﭏ אמ' הק'ב'ה' למשה איני והג באלו כמדת הראשונים ﭏו בני אבות הן בני	ישרﭏ אמ' הק’ב’ה’ למשה איני נוהג באלו כמדת הראשונים ﭏו בני אבות הן בני
117	18	1	125	119	899	1103	12	125	513	886	599	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	אברהם יצחק ויעקב הם לך כתוב להם באי זה יום באי זה חדש באי זו שנה ובאם	אברהם ויצחק ויעקב הם לך כתוב להם באי זה יום באי זה חדש באי זה שנה ובאי
118	18	1	125	119	899	1103	13	229	555	884	635	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	זו מדינה ובאי זו אפרכיה רוממתי קרנם ונתתי להם תלוי ראש לכך נאמר וידבר	זו מדינה ובאי זו אפרכיה רוממתי קרנם ונתתי להם תלוי ראש לכך נאמר וידבר
119	18	1	125	119	899	1103	14	224	589	877	671	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	ײ אל משה במדבר סיני הרי זו אפרכיא באהל מועד הרי זו מדינה בשנה השני'	ײ אל משה במדבר סיני הרי זו אפרכיא באהל מועד הרי זו מדינה בשנה השני'
120	18	1	125	119	899	1103	15	226	627	892	709	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	באי זו שנה באי זו חדש בחדש השני בכמה בחרש באחד לחדש ˙ הרינכתבה	באי זו () שנה באי זו חדש בחדש השני בכמה בחדש באחד לחדש הרי נכתבה
121	18	1	125	119	899	1103	16	228	663	874	745	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	איפטייא למה שאו את ראש בני ישרﭏ ˙ לקיים מה שנ' לא עשה כן לכל גוי וגו' 	איפטייא למה שאו את ראש בני ישרﭏ ˙ לקיים מה שנ' לא עשה כן לכל גוי וגו'
122	18	1	125	119	899	1103	17	235	697	883	779	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	ומה עשה וירםקרן לעמו וגו' ˙˙ לצאתם מארץ מצרים ˙ אמ'ר' יהושע	ומה עשה וירם קרן לעמו וגו' ˙˙ לצאתם מארץ מצרים ˙ אמ’ר’ יהושע
123	18	1	125	119	899	1103	18	228	734	886	816	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	בן לוימפני מה כשמנה את ישרﭏ הוא זכיר אהל מועד וציאת יצרים	בן לוי מפני מה כשמנה את ישרﭏ הוא מזכיר אהל מועד ויציאת מצרים
124	18	1	125	119	899	1103	19	213	776	891	846	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	להודיעך שלא יצאו ישראל ממצרים אלאבזכות אהל מועד מפם שצפה הק'ב'ה'	להודיעך שלא יצאו ישראל ממצרים אלא בזכות אהל מועד מפני שצפה הק’ב’ה’
125	18	1	125	119	899	1103	20	209	806	882	889	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	שהן עתירין לעשות משכן לשמו שנ' וידעו כי אני ײ אלהיהם אשר הוצאתי אות'	שהן עתידין לעשות משכן לשמו שנ' וידעו כי אני ײ אלהיהם אשר הוצאתי אות'
126	18	1	125	119	899	1103	21	223	852	879	921	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	מארץ מצרים על מנת לשכני בתוכם ˙˙ שאו את ראש ˙ הדא	מארץ מצרים על מנת לשכני בתוכם ˙ שאו את ראש ˙ הדא
127	18	1	125	119	899	1103	22	236	888	870	959	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	היא דכתב שררך אגן הסהר וגו' ˙ מהו שרך ˙זו סנהדרי גדוה שהיתה	היא דכתיב שררך אגן הסהר וגו' ˙ מהו שררך זו סנהדרי גדולה שהיתה
128	18	1	125	119	899	1103	23	223	923	859	993	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	בירושלם דנה דיני נפשות ˙ ולמה הוא מושלה טבוד שררך אלא מה השרר	בירושלם דנה דיני נפשות ˙ ולמה הוא מושלה בטבור שררך אלא מה השרר
129	18	1	125	119	899	1103	24	234	959	861	1030	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	הזה נון באמציעיתו של אם ך היתה סנהדרין יושבים ום שירושלם הא	הזה נתון באמציעיתו של אדם כך היתה סנהדרין יושבים בירושלם שירושלים היא
130	18	1	125	119	899	1103	25	222	997	873	1067	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	אמצעיתו שלעולם ˙ דבר אחר שררך ˙ מההטכור הזה חיו של תישוק ך	אמצעיתו שלעולם ˙ דבר אחר שררך ˙ מה הטבור הזה חייו של תינוק כך
131	18	1	125	119	899	1103	26	209	1032	877	1103	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_18.png	כל ישרﭏ חיים בזכות סנהדרין שהועסוקיץ באדל התורה אן הסהי בין	כל ישרﭏ חיים בזכות סנהדרין שהיו עסוקין בהלכות התורה אגן הסהר ˙ אבין
132	19	1	134	127	817	1117	1	139	127	810	186	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_19.png	בן חסדא אמ' בבכל היו קורין לירח סהרה זו סנהדרין שלא היו יושבין ט	בן חסדא אמ' בבבל היו קורין לירח סהרה זו סנהדרין שלא היו יושבין [ט]
133	19	1	134	127	817	1117	2	140	164	798	223	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_19.png	טיט ריגונין אלא איסטרונגולין כחצי גורן עגולה כדי שיהו רואין זה את זה	טיטריגונין אלא איסטרונגולין כחצי גורן עגולה כדי שיהו רואין זה את זה
134	19	1	134	127	817	1117	3	137	195	800	267	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_19.png	שאם היו יושבין טיטריגונין היושבין בקרן זוית היו מצטערין לראות אלו את ﭏו	שאם היו יושבין טיטריגונין היושבין בקרן זוית היו מצטערין לראות אלו את ﭏו
135	19	1	134	127	817	1117	4	142	232	805	302	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_19.png	שאינן יכולין לשאול זה את זה הוי אגן הסהר ˙ אגן זר הספל כמה דתימר	שאינן יכולין לשאול זה את זה הוי אגן הסהר ˙ אגן זה הספל כמה דתימר
136	19	1	134	127	817	1117	5	139	269	784	340	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_19.png	ויקח משה חציהרם וישם באגנות ˙ מה הספל הזה עגול איסטרונגולין כך היו	ויקח משה חצי הדם וישם באגנות ˙ מה הספל הזה עגול איסטרונגולין כך היו
137	19	1	134	127	817	1117	6	142	305	801	377	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_19.png	יושבין ˙˙ דבר אחר הסהר ˙ בשעה שהיו יושבין הסחורה והשכר	יושבין ˙˙ דבר אחר הסהר ˙ בשעה שהיו יושבין הסחורה והשכר
138	19	1	134	127	817	1117	7	144	344	810	415	Midrach_rabba_Nombres_(hébreu)__btv1b105399567_19.png	בעולם ˙ אל יחסר המזג ˙ שהיו יושבן ומוזגין הלכות זה אסור וזה מותר	בעולם ˙ אל יחסר המזג ˙ שהיו יושבין ומוזגין הלכות זה אסור וזה מותר
